ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Antiguedad_Anios,Inversion_Marketing_Mensual_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Poblacional_Hab_Km2,Tipo_Ubicacion,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Posicionamiento_Precio,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
659,Farmacia,88,15.8,68099,0.1,1140,6304,746,2,49,0,C3,13778,Centro Comercial,7,0.16,15,Económico,0.07,641030
660,Farmacia,134,20.6,56564,8.2,772,5374,704,7,90,0,D,15246,Calle Comercial,5,0.13,19,Medio,0.07,586377
661,Farmacia,128,25.0,52361,9.4,2164,6055,840,4,99,0,C3,13386,Calle Comercial,12,0.15,22,Medio-Alto,0.09,734864
662,Farmacia,120,20.8,83267,2.0,789,2339,890,8,256,0,D,21084,Barrio Residencial,9,0.08,18,Económico,0.08,506742
663,Farmacia,110,22.2,43111,0.8,486,6290,860,6,262,1,D,22662,Calle Comercial,16,0.18,14,Económico,0.08,346939
664,Farmacia,127,22.4,66774,0.4,706,4089,870,7,108,0,D,21426,Calle Comercial,6,0.17,13,Económico,0.06,672774
665,Farmacia,110,18.1,92841,4.1,578,4717,706,5,242,0,D,24087,Calle Comercial,14,0.08,22,Medio,0.08,412905
666,Farmacia,133,22.1,76124,0.1,1404,6094,723,6,5,0,C2,14005,Centro Comercial,10,0.12,25,Premium,0.06,647352
667,Farmacia,96,25.0,67194,5.3,2596,12768,682,5,14,1,ABC1,5969,Shopping,8,0.17,26,Premium,0.08,1212372
668,Farmacia,89,13.8,43269,12.5,1291,3156,656,6,518,0,C2,13000,Barrio Residencial,12,0.09,19,Medio,0.09,475302
669,Farmacia,119,20.6,40341,3.9,2727,5679,570,5,383,0,ABC1,7296,Barrio Residencial,6,0.09,23,Premium,0.06,824546
670,Farmacia,130,20.9,53839,2.0,3169,7948,949,6,44,0,C3,20591,Centro Comercial,8,0.12,23,Premium,0.06,1245426
671,Farmacia,82,17.2,82449,12.9,1472,9132,585,7,24,0,C2,12868,Centro Comercial,9,0.09,22,Premium,0.08,762236
672,Farmacia,107,25.0,81577,1.0,2048,6861,860,6,279,1,C2,12565,Calle Comercial,7,0.16,18,Medio,0.09,964607
673,Farmacia,112,20.3,74303,12.3,1229,4176,885,6,28,1,D,17873,Calle Comercial,8,0.13,19,Económico,0.08,887004
674,Farmacia,127,25.0,53212,10.1,2361,3549,923,4,224,1,C2,11054,Calle Comercial,19,0.17,23,Premium,0.08,1227821
675,Farmacia,121,20.1,75443,1.8,1425,3577,922,5,35,0,C3,18382,Calle Comercial,9,0.16,14,Económico,0.07,535950
676,Farmacia,133,25.0,68914,1.6,1850,7688,681,6,13,1,C2,11382,Centro Comercial,4,0.09,26,Premium,0.08,813458
677,Farmacia,84,25.0,78635,13.7,2073,2664,836,5,372,1,C3,21693,Barrio Residencial,3,0.11,23,Medio-Alto,0.08,891630
678,Farmacia,126,25.0,45031,14.9,2751,6287,651,7,188,1,ABC1,7783,Calle Comercial,12,0.11,29,Premium,0.09,861209
679,Farmacia,137,25.0,50056,0.5,1251,3637,807,2,41,0,C3,18723,Calle Comercial,12,0.09,24,Premium,0.07,541324
680,Farmacia,91,21.6,78802,5.9,871,3936,710,7,209,1,D,22100,Calle Comercial,9,0.14,15,Económico,0.08,450348
681,Farmacia,80,22.5,69595,8.5,1896,6230,949,5,40,1,C3,13483,Calle Comercial,8,0.15,24,Premium,0.07,1089797
682,Farmacia,114,15.7,86695,2.0,1890,6745,742,5,45,0,C2,13119,Calle Comercial,8,0.09,19,Medio,0.07,815233
683,Farmacia,136,25.0,57546,4.2,1442,6909,708,3,28,0,C2,16868,Centro Comercial,11,0.16,19,Medio,0.08,864856
684,Farmacia,138,20.1,46211,1.4,2109,8000,932,4,25,0,C3,18318,Shopping,8,0.15,22,Medio-Alto,0.08,1026021
685,Farmacia,109,23.6,41876,3.8,3898,4732,652,7,243,0,ABC1,8891,Barrio Residencial,12,0.09,20,Medio-Alto,0.06,959291
686,Farmacia,116,18.8,69661,6.5,1577,7000,834,2,24,0,C3,15162,Centro Comercial,17,0.1,19,Medio,0.08,800790
687,Farmacia,82,11.8,48289,0.6,973,5549,883,6,41,0,D,20557,Calle Comercial,17,0.13,13,Económico,0.07,729884
688,Farmacia,116,24.7,82448,13.4,2955,3206,929,2,522,1,C3,13161,Barrio Residencial,18,0.08,23,Medio-Alto,0.09,893419
689,Farmacia,106,19.5,51964,8.3,3363,10902,529,8,0,0,ABC1,7171,Centro Comercial,16,0.08,25,Premium,0.08,1085811
690,Farmacia,112,22.0,82170,3.2,1924,3695,882,4,356,1,D,19448,Barrio Residencial,2,0.17,20,Medio,0.06,834462
691,Farmacia,132,22.8,69003,6.9,2935,9490,577,5,10,0,ABC1,7284,Shopping,9,0.13,32,Premium,0.07,1154912
692,Farmacia,112,15.7,83702,3.9,1899,9246,871,8,2,0,C3,17351,Shopping,3,0.13,17,Económico,0.09,1075133
693,Farmacia,103,19.3,52342,14.8,1654,4872,721,4,148,0,C3,21841,Calle Comercial,12,0.13,23,Medio-Alto,0.09,605526
694,Farmacia,105,21.6,42825,1.5,1186,3812,794,5,674,1,C3,18752,Barrio Residencial,7,0.12,17,Económico,0.06,518049
695,Farmacia,93,13.7,68507,1.3,1835,4037,778,3,244,0,C3,16220,Calle Comercial,11,0.12,23,Medio-Alto,0.08,584321
696,Farmacia,84,12.5,70454,6.6,1663,3366,792,4,507,0,C3,13906,Barrio Residencial,4,0.07,22,Medio-Alto,0.07,572956
697,Farmacia,105,19.4,87363,1.0,2110,8448,589,4,26,0,ABC1,7792,Centro Comercial,15,0.14,32,Premium,0.06,595178
698,Farmacia,100,22.1,92255,3.0,931,4440,875,4,96,1,D,20918,Calle Comercial,6,0.09,20,Medio,0.07,485508
699,Farmacia,88,12.7,78573,9.3,5729,5763,756,6,184,0,ABC1,9780,Calle Comercial,11,0.11,20,Medio-Alto,0.07,1581503
700,Farmacia,96,25.0,57715,1.4,2300,5643,949,4,39,1,C3,16220,Shopping,5,0.08,14,Económico,0.06,1117914
701,Farmacia,100,20.1,51807,10.1,2649,3402,841,6,105,0,C3,21823,Calle Comercial,7,0.1,18,Económico,0.06,895784
702,Farmacia,90,14.8,83757,5.5,1229,4562,949,6,246,0,D,23780,Calle Comercial,11,0.1,13,Económico,0.07,706733
703,Farmacia,104,23.0,65338,1.8,1598,3564,949,6,39,1,C3,20328,Calle Comercial,11,0.12,19,Medio,0.08,592662
704,Farmacia,94,12.0,79816,11.2,1120,4954,939,6,26,0,D,20949,Shopping,15,0.09,15,Económico,0.06,794713
705,Farmacia,107,17.4,73696,5.0,5190,5609,677,6,662,0,ABC1,9450,Barrio Residencial,7,0.11,18,Medio-Alto,0.06,1089275
706,Farmacia,136,23.6,65632,8.6,3223,6283,911,3,152,0,C2,15323,Calle Comercial,9,0.08,24,Premium,0.08,1294910
707,Farmacia,112,21.9,50743,4.4,2008,6569,839,6,45,0,C3,19079,Centro Comercial,7,0.13,19,Medio,0.09,964067
708,Farmacia,136,22.3,70787,1.0,1269,4884,887,6,534,0,D,22327,Barrio Residencial,17,0.14,15,Económico,0.07,433498
709,Farmacia,135,22.5,50728,5.2,1601,3989,949,8,546,0,C3,15235,Barrio Residencial,4,0.08,16,Económico,0.06,602377
710,Farmacia,126,20.6,45233,5.6,2649,10595,582,3,32,0,ABC1,8749,Centro Comercial,9,0.1,33,Premium,0.07,1069415
711,Farmacia,83,14.8,63799,11.1,2048,4207,949,3,230,0,C3,19780,Calle Comercial,8,0.1,16,Económico,0.08,913202
712,Farmacia,80,19.0,47470,3.6,4495,9145,854,5,26,1,ABC1,9291,Shopping,4,0.13,21,Premium,0.09,1853638
713,Farmacia,108,14.1,67505,1.3,1564,6954,698,5,236,0,C3,17448,Calle Comercial,8,0.11,15,Económico,0.08,640549
714,Farmacia,86,15.4,51460,5.9,544,3652,822,7,335,0,D,24443,Barrio Residencial,14,0.11,19,Económico,0.09,423766
715,Farmacia,97,13.8,94355,6.4,802,5325,891,3,287,0,D,15127,Calle Comercial,5,0.12,18,Económico,0.07,526235
716,Farmacia,91,12.4,52143,5.9,2126,6134,920,8,28,0,C2,15960,Shopping,10,0.08,21,Medio-Alto,0.07,1148092
717,Farmacia,91,20.0,43391,6.0,1721,3776,949,8,308,1,D,24791,Barrio Residencial,8,0.16,17,Económico,0.06,814443
718,Farmacia,126,25.0,59070,5.5,2145,12430,623,3,37,0,ABC1,9550,Shopping,9,0.09,23,Premium,0.08,799273
719,Farmacia,85,14.6,74715,4.8,1310,4871,809,7,291,0,C3,17767,Barrio Residencial,16,0.11,22,Medio-Alto,0.08,603503
720,Farmacia,125,20.9,46524,5.0,663,6412,787,4,26,0,D,24280,Shopping,7,0.16,19,Medio,0.07,754936
721,Farmacia,85,15.1,49732,10.1,5007,4513,692,7,74,0,ABC1,6329,Calle Comercial,9,0.07,25,Premium,0.07,1180773
722,Farmacia,138,25.0,73144,12.0,2442,6880,928,5,6,1,C2,10057,Shopping,6,0.17,21,Premium,0.06,1794744
723,Farmacia,110,25.0,73223,0.5,1061,5064,676,4,22,1,C3,15199,Calle Comercial,13,0.08,15,Económico,0.08,435804
724,Farmacia,100,22.2,58778,6.8,1103,4016,949,7,46,1,D,21666,Shopping,3,0.1,19,Económico,0.07,705750
725,Farmacia,115,25.0,62293,0.6,1412,6700,883,8,24,1,C2,16836,Shopping,2,0.15,22,Premium,0.08,627950
726,Farmacia,102,22.7,57319,14.9,1561,5229,949,4,43,1,D,18660,Centro Comercial,13,0.1,14,Económico,0.08,876628
727,Farmacia,94,25.0,62035,10.2,2362,6346,949,3,37,1,C3,20724,Centro Comercial,5,0.13,20,Medio,0.07,897137
728,Farmacia,134,25.0,88207,0.9,2772,8472,764,6,196,1,ABC1,5716,Calle Comercial,6,0.18,24,Premium,0.08,876024
729,Farmacia,127,19.8,60020,3.8,1783,3289,851,5,690,0,C2,15809,Barrio Residencial,14,0.16,22,Medio-Alto,0.06,541490
730,Farmacia,111,24.6,50086,11.6,1723,7969,827,7,39,1,C2,10548,Centro Comercial,11,0.13,24,Premium,0.08,1015860
731,Farmacia,82,14.7,85888,5.6,1817,8334,766,6,18,0,C3,19364,Centro Comercial,9,0.17,22,Medio-Alto,0.08,711460
732,Farmacia,119,20.6,89259,5.7,1221,3602,660,2,150,0,C2,11988,Calle Comercial,11,0.08,25,Premium,0.09,651620
733,Farmacia,132,20.8,60990,1.7,1198,4025,949,6,26,0,D,24336,Shopping,12,0.08,17,Económico,0.09,793751
734,Farmacia,97,18.3,65916,12.6,1647,5286,902,5,17,0,C3,19116,Centro Comercial,7,0.1,20,Medio,0.08,1002334
735,Farmacia,138,17.7,47627,14.9,1220,3894,949,5,32,0,D,22971,Centro Comercial,6,0.09,14,Económico,0.08,610799
736,Farmacia,84,11.3,91251,0.9,1462,3574,891,6,245,0,D,17753,Barrio Residencial,7,0.14,17,Económico,0.06,503475
737,Farmacia,116,16.6,46044,3.8,462,2330,745,4,223,0,D,17502,Calle Comercial,4,0.08,16,Económico,0.08,374751
738,Farmacia,81,15.5,81919,4.8,529,3191,832,5,162,0,D,24522,Calle Comercial,11,0.14,22,Medio-Alto,0.06,482175
739,Farmacia,123,16.9,80793,1.8,2550,6448,611,7,12,0,C2,10564,Shopping,8,0.16,22,Premium,0.07,1132005
740,Farmacia,137,21.6,62220,11.8,3698,7804,847,6,213,0,C2,13729,Calle Comercial,6,0.1,24,Premium,0.07,1151284
741,Farmacia,103,21.5,79663,0.8,1658,5686,819,6,109,0,C3,12620,Calle Comercial,15,0.14,20,Medio,0.07,774232
742,Farmacia,114,25.0,87427,9.1,2113,3755,780,6,27,1,C3,13309,Calle Comercial,6,0.13,18,Medio,0.09,952512
743,Farmacia,119,15.5,85326,13.8,1126,3406,939,7,67,0,D,16028,Calle Comercial,10,0.12,20,Económico,0.08,540011
744,Farmacia,93,18.4,52153,9.3,2078,8368,661,8,2,0,ABC1,7367,Centro Comercial,12,0.13,31,Premium,0.07,854586
745,Farmacia,89,21.4,86278,6.6,1840,4379,949,9,397,1,C3,15081,Barrio Residencial,8,0.14,22,Medio-Alto,0.08,507460
746,Farmacia,124,23.2,54576,4.6,618,4195,768,4,40,1,D,22921,Centro Comercial,11,0.18,17,Económico,0.07,578900
747,Farmacia,92,17.6,59807,10.4,803,5219,822,4,120,0,D,22112,Calle Comercial,9,0.1,13,Económico,0.07,411238
748,Farmacia,90,19.3,43888,0.1,1208,2818,949,6,251,1,D,24033,Calle Comercial,17,0.12,18,Económico,0.07,777423
749,Farmacia,122,23.5,42995,5.1,2447,3235,949,6,463,0,C3,20800,Barrio Residencial,8,0.15,16,Económico,0.08,837512
750,Farmacia,116,18.5,49553,2.0,607,3234,700,4,258,0,D,15523,Calle Comercial,8,0.16,14,Económico,0.09,497022
751,Farmacia,137,25.0,40458,3.1,3142,6663,795,7,4,1,ABC1,5845,Centro Comercial,5,0.07,20,Premium,0.08,1219754
752,Farmacia,124,25.0,55596,4.1,1514,2935,588,5,765,1,C3,13822,Barrio Residencial,2,0.1,23,Medio-Alto,0.07,658264
753,Farmacia,89,11.2,65576,12.3,689,2715,823,3,110,0,D,20428,Calle Comercial,11,0.12,14,Económico,0.08,438018
754,Farmacia,89,18.2,90195,11.5,2214,4037,717,7,139,0,C3,13672,Calle Comercial,11,0.18,17,Económico,0.07,842087
755,Farmacia,130,21.3,89452,0.5,2824,5746,949,6,144,0,C3,19780,Calle Comercial,9,0.09,22,Medio-Alto,0.08,1024847
756,Farmacia,110,25.0,51101,5.3,1921,5041,894,9,194,1,C3,12341,Calle Comercial,4,0.07,19,Medio,0.07,755236
757,Farmacia,90,16.0,48213,6.8,843,3857,874,7,254,0,D,21730,Calle Comercial,12,0.12,15,Económico,0.08,665801
758,Farmacia,87,11.3,73950,9.2,2170,2028,884,8,509,0,D,16936,Barrio Residencial,10,0.14,18,Económico,0.08,883406
759,Farmacia,108,25.0,47652,14.2,3313,10369,753,5,21,1,ABC1,11552,Shopping,10,0.12,27,Premium,0.07,1069771
760,Farmacia,86,14.1,52666,0.8,1002,5307,651,8,291,0,D,17287,Calle Comercial,18,0.12,20,Medio,0.08,542190
761,Farmacia,97,18.7,91494,4.1,1706,4812,734,4,119,0,C3,15940,Calle Comercial,12,0.08,21,Medio-Alto,0.09,638856
762,Farmacia,103,21.4,91368,8.7,2253,7300,670,8,95,0,C2,11290,Calle Comercial,9,0.16,19,Medio,0.07,1062911
763,Farmacia,85,15.9,71076,3.1,1638,5249,904,6,44,0,C3,17825,Centro Comercial,8,0.11,23,Medio-Alto,0.07,1105534
764,Farmacia,103,14.2,77405,1.6,1829,7452,912,5,156,0,C2,17091,Calle Comercial,7,0.13,21,Medio-Alto,0.09,664022
765,Farmacia,124,25.0,90766,5.1,1632,7565,611,3,3,0,ABC1,11613,Centro Comercial,14,0.09,31,Premium,0.08,864261
766,Farmacia,102,15.3,76396,11.9,2506,5050,793,7,221,0,C2,11216,Calle Comercial,7,0.14,17,Económico,0.07,918369
767,Farmacia,91,18.7,47360,0.3,1776,5449,668,5,282,0,C3,12421,Calle Comercial,12,0.18,21,Medio-Alto,0.08,723781
768,Farmacia,98,25.0,66763,1.1,1450,8436,949,4,35,1,C3,18444,Shopping,10,0.16,22,Medio-Alto,0.09,846103
769,Farmacia,88,17.2,47023,13.4,1724,5162,829,4,96,0,C3,12356,Calle Comercial,7,0.12,21,Medio-Alto,0.07,848152
770,Farmacia,126,20.5,82287,6.7,1151,2511,949,9,161,0,D,24459,Calle Comercial,18,0.1,13,Económico,0.09,573073
771,Farmacia,109,21.1,43935,8.1,1844,5323,949,5,598,0,C3,20118,Barrio Residencial,9,0.16,22,Medio-Alto,0.07,691432
772,Farmacia,100,25.0,78006,14.3,1161,8052,631,7,20,1,C2,14786,Centro Comercial,12,0.11,23,Premium,0.09,651432
773,Farmacia,127,25.0,60730,1.9,1731,2897,806,5,224,1,C3,16128,Calle Comercial,9,0.11,21,Medio,0.09,725164
774,Farmacia,135,25.0,44244,6.8,1898,5297,657,9,1,0,C2,16057,Shopping,12,0.11,23,Premium,0.07,1040288
775,Farmacia,130,25.0,52366,0.1,1683,9945,674,6,8,0,ABC1,8421,Centro Comercial,13,0.17,27,Premium,0.09,684859
776,Farmacia,97,25.0,84295,7.0,2971,3374,949,5,557,1,C3,19286,Barrio Residencial,15,0.15,20,Medio,0.08,775457
777,Farmacia,94,25.0,50990,1.9,1840,3336,908,6,104,1,C3,21008,Calle Comercial,8,0.09,18,Medio,0.08,721272
778,Farmacia,123,21.3,46649,0.3,1406,4871,858,3,389,0,C2,10336,Barrio Residencial,16,0.18,18,Medio,0.08,487657
779,Farmacia,85,14.2,76348,0.9,1786,6659,683,7,30,0,C3,18794,Centro Comercial,8,0.09,23,Medio-Alto,0.07,648427
780,Farmacia,82,10.4,68611,10.6,1206,4817,949,6,86,0,D,22314,Calle Comercial,18,0.18,18,Económico,0.08,900022
781,Farmacia,132,14.6,83164,14.6,1199,4154,949,7,443,0,D,21480,Barrio Residencial,8,0.09,14,Económico,0.08,557116
782,Farmacia,86,16.9,56498,10.6,1490,4493,706,6,61,0,C2,10777,Calle Comercial,10,0.14,16,Económico,0.07,677079
783,Farmacia,86,14.8,40052,10.9,1338,8608,693,6,38,0,C3,13367,Shopping,6,0.17,15,Económico,0.07,922837
784,Farmacia,129,20.5,70108,3.7,1571,4386,949,6,658,0,C3,20501,Barrio Residencial,12,0.08,15,Económico,0.09,498708
785,Farmacia,128,20.9,52636,1.6,2369,6213,863,8,9,0,C3,16574,Shopping,4,0.13,21,Medio,0.07,984010
786,Farmacia,114,25.0,84491,0.1,1511,7303,814,8,27,1,C3,16481,Centro Comercial,7,0.12,19,Medio,0.08,832613
787,Farmacia,85,10.2,72335,1.2,562,1894,691,7,293,0,D,16999,Barrio Residencial,17,0.09,20,Económico,0.08,319846
788,Farmacia,94,15.2,60082,4.4,2170,6035,794,6,31,0,C3,15684,Centro Comercial,12,0.11,14,Económico,0.08,889696
789,Farmacia,87,18.0,62839,5.8,2132,7897,683,6,3,1,C2,12801,Shopping,4,0.16,18,Medio,0.07,933401
790,Farmacia,116,16.0,44040,7.0,1744,6547,777,7,12,0,C3,15809,Centro Comercial,15,0.13,19,Medio,0.08,1044698
791,Farmacia,88,18.6,81099,4.8,2124,6619,661,7,40,0,C2,10762,Centro Comercial,14,0.1,23,Premium,0.07,769674
792,Farmacia,106,17.7,50753,3.5,3725,11046,810,6,44,0,ABC1,11529,Shopping,8,0.18,25,Premium,0.07,1318714
793,Farmacia,136,18.6,48238,5.9,1292,6508,949,4,15,0,C2,15556,Centro Comercial,10,0.15,18,Medio,0.08,839218
794,Farmacia,139,25.0,78097,9.4,2585,4340,661,7,269,0,ABC1,9293,Barrio Residencial,6,0.12,27,Premium,0.07,910671
795,Farmacia,138,25.0,47262,14.8,4249,8248,635,4,254,0,ABC1,5010,Calle Comercial,7,0.15,26,Premium,0.06,1049398
796,Farmacia,93,12.1,84680,5.3,1185,10334,610,7,34,0,C2,13927,Shopping,15,0.14,21,Premium,0.08,704082
797,Farmacia,116,20.6,47522,4.1,1291,5367,778,6,46,0,C2,16254,Calle Comercial,19,0.09,17,Medio,0.08,569918
798,Farmacia,95,12.6,72778,1.7,1467,3900,902,6,769,0,D,21845,Barrio Residencial,9,0.18,13,Económico,0.09,583926
799,Farmacia,126,25.0,78388,3.7,2710,5673,726,7,501,1,C2,17743,Barrio Residencial,8,0.12,28,Premium,0.08,751894
800,Farmacia,135,22.2,43876,1.6,1242,3042,949,7,55,0,D,22325,Calle Comercial,5,0.16,20,Medio,0.09,735443
801,Farmacia,106,16.4,54647,11.6,1440,5705,662,3,632,0,C3,15035,Barrio Residencial,15,0.15,23,Medio-Alto,0.08,436345
802,Farmacia,105,17.3,68206,14.6,1681,4741,921,5,187,0,C3,19105,Calle Comercial,5,0.1,19,Medio,0.08,904991
803,Farmacia,94,15.1,81753,8.7,2044,5277,949,6,27,0,C3,20963,Centro Comercial,17,0.11,23,Medio-Alto,0.09,1007037
804,Farmacia,115,15.5,93944,8.1,1549,7874,832,5,49,0,C2,15633,Shopping,10,0.16,23,Premium,0.09,1160724
805,Farmacia,91,16.7,61784,5.3,1291,3939,669,4,49,0,C3,18335,Centro Comercial,13,0.07,15,Económico,0.07,806270
806,Farmacia,125,23.0,46728,1.0,1424,6617,637,6,191,0,C2,14467,Calle Comercial,5,0.13,23,Premium,0.08,490584
807,Farmacia,139,21.3,63875,0.2,2184,3930,664,6,211,0,C2,16902,Calle Comercial,6,0.1,26,Premium,0.06,692846
808,Farmacia,122,21.1,69573,10.1,1098,5762,656,7,117,0,C2,12833,Calle Comercial,11,0.12,24,Premium,0.09,554189
809,Farmacia,122,20.0,45287,4.3,996,4088,816,4,270,0,D,17084,Barrio Residencial,11,0.1,17,Económico,0.06,390847
810,Farmacia,104,16.3,48531,1.5,2272,5858,754,7,73,0,C3,17276,Calle Comercial,10,0.07,21,Medio,0.07,904989
811,Farmacia,91,13.9,79260,9.7,1149,5678,901,5,32,0,C3,16636,Shopping,10,0.15,22,Medio-Alto,0.07,722662
812,Farmacia,133,25.0,66126,3.1,3892,7633,767,7,212,0,ABC1,11132,Calle Comercial,8,0.16,27,Premium,0.07,831741
813,Farmacia,137,25.0,54704,14.0,1883,7317,730,8,41,1,C3,14587,Shopping,7,0.13,20,Medio,0.07,910805
814,Farmacia,132,22.2,70401,1.1,1375,4547,713,7,322,0,C3,16685,Barrio Residencial,18,0.09,14,Económico,0.08,387414
815,Farmacia,123,21.4,51178,3.1,964,4029,759,5,126,1,D,15052,Calle Comercial,9,0.08,15,Económico,0.06,573314
816,Farmacia,101,19.3,52107,0.2,863,3519,949,6,142,0,C3,20953,Calle Comercial,7,0.16,14,Económico,0.08,436454
817,Farmacia,85,19.9,53721,0.6,3431,5340,659,7,67,0,ABC1,7818,Calle Comercial,5,0.09,19,Medio,0.07,1022315
818,Farmacia,92,13.1,83746,0.3,1579,3187,886,9,87,0,D,16190,Calle Comercial,11,0.07,20,Medio,0.09,689698
819,Farmacia,112,25.0,52846,8.3,2620,7893,594,6,33,0,ABC1,11219,Centro Comercial,8,0.09,20,Premium,0.08,820456
820,Farmacia,86,15.5,49099,6.4,1121,3278,840,5,291,0,D,19764,Barrio Residencial,4,0.09,21,Medio,0.09,490524
821,Farmacia,113,21.1,77016,4.2,1970,8403,806,5,41,0,C2,10193,Calle Comercial,10,0.08,21,Medio,0.06,981321
822,Farmacia,111,17.9,62576,5.0,1508,4399,934,4,35,0,C3,17013,Centro Comercial,14,0.14,22,Medio-Alto,0.07,626576
823,Farmacia,83,13.9,49078,14.0,2792,4962,772,6,31,0,C2,11278,Centro Comercial,7,0.09,18,Medio,0.06,1246720
824,Farmacia,89,16.7,80766,14.9,1589,5372,872,6,493,0,C3,14326,Barrio Residencial,6,0.18,21,Medio-Alto,0.06,544011
825,Farmacia,100,19.7,60973,4.9,1789,3359,850,5,654,0,C2,11304,Barrio Residencial,5,0.13,22,Premium,0.07,712113
826,Farmacia,127,24.5,88025,5.5,1644,3150,949,4,366,0,C3,21449,Barrio Residencial,10,0.09,15,Económico,0.08,443467
827,Farmacia,95,17.3,78996,6.5,784,8521,782,7,40,0,C3,15668,Centro Comercial,9,0.08,19,Medio,0.09,446184
828,Farmacia,112,15.2,51536,10.8,2219,5346,777,7,172,0,C3,20315,Calle Comercial,5,0.07,16,Económico,0.09,961188
829,Farmacia,91,15.0,53611,0.2,1838,4905,870,5,263,0,C2,16240,Calle Comercial,16,0.15,19,Medio,0.08,626618
830,Farmacia,109,25.0,54374,11.0,3229,12916,541,7,44,0,ABC1,5726,Shopping,17,0.17,21,Premium,0.07,1162272
831,Farmacia,87,13.3,46398,4.9,1411,3480,949,4,202,0,D,24404,Calle Comercial,8,0.11,17,Económico,0.07,741887
832,Farmacia,121,22.6,47856,4.9,1133,2876,839,3,340,0,D,20487,Barrio Residencial,6,0.1,21,Medio,0.08,587668
833,Farmacia,88,22.4,40215,6.1,910,3491,949,4,298,1,D,20915,Barrio Residencial,5,0.11,18,Económico,0.08,620226
834,Farmacia,115,20.2,94182,14.8,1742,3299,874,5,485,0,C2,17204,Barrio Residencial,4,0.16,24,Premium,0.09,925303
835,Farmacia,137,20.9,59412,9.0,1412,7236,823,3,6,0,C3,18656,Shopping,4,0.17,19,Medio,0.07,733427
836,Farmacia,86,11.1,47904,11.0,3060,3174,864,3,390,0,C3,18922,Barrio Residencial,5,0.11,21,Medio-Alto,0.08,836447
837,Farmacia,134,21.5,88091,5.6,1079,3362,913,5,159,0,D,20423,Calle Comercial,7,0.15,18,Económico,0.08,709397
838,Farmacia,138,25.0,71554,4.1,2587,4640,868,6,135,1,C2,10302,Calle Comercial,5,0.17,22,Premium,0.07,1287773
839,Farmacia,136,18.0,40132,3.9,1005,7775,764,6,35,0,C2,16022,Centro Comercial,7,0.11,18,Medio,0.06,658635
840,Farmacia,128,25.0,84780,1.7,1755,6362,825,8,106,1,C2,15365,Calle Comercial,12,0.18,21,Medio-Alto,0.08,852707
841,Farmacia,121,21.5,89097,6.9,1527,3321,949,3,475,1,D,15594,Barrio Residencial,4,0.09,17,Económico,0.07,686629
842,Farmacia,118,25.0,66263,8.9,2697,7317,811,8,254,1,C2,13595,Calle Comercial,2,0.16,20,Medio-Alto,0.07,875361
843,Farmacia,113,18.8,93032,14.6,2560,4136,886,7,563,0,C2,17369,Barrio Residencial,13,0.13,22,Medio-Alto,0.08,702021
844,Farmacia,89,11.7,60781,4.3,2265,5936,929,6,43,0,C3,18255,Calle Comercial,11,0.13,18,Medio,0.07,803810
845,Farmacia,130,25.0,62280,5.0,2228,8036,618,5,2,0,ABC1,9264,Shopping,5,0.17,24,Premium,0.08,814299
846,Farmacia,115,18.0,70419,3.6,1664,3839,931,6,193,0,D,16377,Calle Comercial,8,0.1,17,Económico,0.08,836412
847,Farmacia,137,25.0,76024,5.3,1614,9040,695,8,2,0,C2,11857,Centro Comercial,7,0.07,20,Medio,0.08,760970
848,Farmacia,102,18.4,68012,6.0,4678,5476,686,8,633,0,ABC1,8507,Barrio Residencial,14,0.12,25,Premium,0.07,1022826
849,Farmacia,131,25.0,40964,11.0,2805,3733,737,7,158,0,C2,11766,Calle Comercial,5,0.1,21,Medio-Alto,0.07,901466
850,Farmacia,113,15.1,71360,11.8,2216,9976,910,6,48,0,C2,15157,Shopping,8,0.17,23,Premium,0.07,1220329
851,Farmacia,124,25.0,69916,4.6,1579,7482,949,4,282,1,C3,20096,Calle Comercial,11,0.1,18,Económico,0.08,632367
852,Farmacia,83,18.2,93688,10.8,4026,3002,949,7,672,1,C2,17224,Barrio Residencial,14,0.14,21,Medio-Alto,0.06,1384762
853,Farmacia,115,17.3,51795,14.6,2304,5112,672,6,632,0,C2,10810,Barrio Residencial,10,0.09,17,Medio,0.07,611226
854,Farmacia,134,25.0,80155,5.4,2211,4554,845,6,146,1,C3,21223,Calle Comercial,4,0.07,16,Económico,0.07,737439
855,Farmacia,114,25.0,69793,14.3,2080,5071,580,9,62,0,ABC1,7563,Calle Comercial,5,0.17,25,Premium,0.07,902829
856,Farmacia,82,15.6,41504,4.5,1126,5658,679,5,261,0,D,17385,Calle Comercial,8,0.15,18,Económico,0.08,546602
857,Farmacia,92,13.6,94262,4.4,2011,4898,678,5,559,0,C2,11357,Barrio Residencial,12,0.09,24,Premium,0.08,593880
858,Farmacia,103,24.5,43718,6.1,2637,7340,949,4,40,1,C2,15510,Centro Comercial,12,0.12,23,Premium,0.06,1318719
